id,user,product,quantity,time
f882958286,996,pp5006630499,7,2012-07-31 02:29:31
f882958286,996,pp5005700983,9,2012-07-31 02:29:31
f882958286,996,pp5006310996,8,2012-07-31 02:29:31
f882958286,996,pp5004020718,2,2012-07-31 02:29:31
f882958286,996,pp5006221165,2,2012-07-31 02:29:31
f882958286,996,pp5004530293,4,2012-07-31 02:29:31
f882958286,996,pp5005260259,3,2012-07-31 02:29:31
4379192d77,801,pp5006930077,2,2012-07-31 04:50:16
4379192d77,801,pp5002111532,1,2012-07-31 04:50:16
d88c3dbca8,138,pp5005930522,6,2012-07-31 09:06:49
caf58a229c,293,pp5003721910,8,2012-07-31 15:22:44
caf58a229c,293,pp5006320505,3,2012-07-31 15:22:44
caf58a229c,293,pp5007060313,4,2012-07-31 15:22:44
caf58a229c,293,pp5005080120,3,2012-07-31 15:22:44
9e871ce4dd,114,pp5006740027,1,2012-07-31 21:03:47
9e871ce4dd,114,pp5003610175,2,2012-07-31 21:03:47
94e30c8bc6,171,pp5006400008,8,2012-08-01 18:03:57
94e30c8bc6,171,pp5006180893,9,2012-08-01 18:03:57
da0d2fcd30,480,pp5006670068,9,2012-08-02 00:34:58
da0d2fcd30,480,14e9d67,5,2012-08-02 00:34:58
da0d2fcd30,480,pp5005500072,7,2012-08-02 00:34:58
73cdfa1bc2,142,pp5004550010,10,2012-08-02 04:24:24
73cdfa1bc2,142,pp5006451080,8,2012-08-02 04:24:24
b20e8331b6,875,pp5007070045,9,2012-08-02 09:27:15
b20e8331b6,875,pp5004240599,5,2012-08-02 09:27:15
b20e8331b6,875,pp5006332184,2,2012-08-02 09:27:15
b20e8331b6,875,pp5006381098,7,2012-08-02 09:27:15
b20e8331b6,875,pp5006350042,9,2012-08-02 09:27:15
b20e8331b6,875,pp5002850635,4,2012-08-02 09:27:15
b20e8331b6,875,pp5006720292,1,2012-08-02 09:27:15
b20e8331b6,875,pp5005211912,7,2012-08-02 09:27:15
b20e8331b6,875,pp5002500283,8,2012-08-02 09:27:15
0600045768,600,pp5006301089,10,2012-08-02 09:28:03
0600045768,600,pp5006461431,10,2012-08-02 09:28:03
29e3b668c5,507,pp5006332385,10,2012-08-03 01:21:39
4bb489f04e,730,pp5005960518,6,2012-08-04 20:22:28
433ed6947a,60,pp5006560736,10,2012-08-05 09:08:55
de5e167bd7,759,pp5007080091,6,2012-08-05 12:30:48
de5e167bd7,759,pp5005020023,8,2012-08-05 12:30:48
de5e167bd7,759,pp5002960790,8,2012-08-05 12:30:48
60a9b5707e,387,pp5006760377,4,2012-08-05 12:31:29
60a9b5707e,387,pp5006380227,8,2012-08-05 12:31:29
60a9b5707e,387,pp5007500487,3,2012-08-05 12:31:29
d6d3cab47a,134,pp5006470730,10,2012-08-06 12:59:55
7c5321e69e,505,pp5004530557,4,2012-08-06 13:44:44
7c5321e69e,505,pp5006450335,6,2012-08-06 13:44:44
7c5321e69e,505,pp5006300264,10,2012-08-06 13:44:44
5f62726fe8,582,pp5005950361,8,2012-08-06 15:27:21
5f62726fe8,582,pp5004360005,1,2012-08-06 15:27:21
5f62726fe8,582,pp5005860583,1,2012-08-06 15:27:21
5f62726fe8,582,pp5006320708,2,2012-08-06 15:27:21
5f62726fe8,582,pp5005000591,4,2012-08-06 15:27:21
5f62726fe8,582,pp5005701233,3,2012-08-06 15:27:21
5f62726fe8,582,pp5004661314,7,2012-08-06 15:27:21
5f62726fe8,582,pp5007130060,4,2012-08-06 15:27:21
b4fdb96dd9,190,pp5004700548,9,2012-08-07 10:07:53
b4fdb96dd9,190,pp5005540340,8,2012-08-07 10:07:53
2a765199d9,846,pp5006510450,3,2012-08-07 16:19:21
2a765199d9,846,1a14a30,9,2012-08-07 16:19:21
e280568c63,527,pp5006750597,2,2012-08-07 18:23:12
e280568c63,527,pp5005942269,1,2012-08-07 18:23:12
e280568c63,527,pp5006440175,7,2012-08-07 18:23:12
e280568c63,527,pp5003940833,1,2012-08-07 18:23:12
60b16c8dcd,886,pp5005650352,10,2012-08-08 03:17:11
60b16c8dcd,886,pp5006220446,10,2012-08-08 03:17:11
60b16c8dcd,886,pp5004960029,3,2012-08-08 03:17:11
60b16c8dcd,886,pp5004240435,9,2012-08-08 03:17:11
60b16c8dcd,886,pp5005940510,8,2012-08-08 03:17:11
60b16c8dcd,886,pp5005910112,3,2012-08-08 03:17:11
60b16c8dcd,886,pp5002940658,4,2012-08-08 03:17:11
60b16c8dcd,886,pp5006820319,8,2012-08-08 03:17:11
60b16c8dcd,886,pp5007310062,2,2012-08-08 03:17:11
7b525d4fbd,975,pp5006210336,1,2012-08-09 01:58:44
86cf7f2e54,885,pp5005440228,9,2012-08-09 05:54:30
86cf7f2e54,885,pp5005950204,1,2012-08-09 05:54:30
86cf7f2e54,885,pp5006360690,10,2012-08-09 05:54:30
86cf7f2e54,885,pp5006200159,10,2012-08-09 05:54:30
86cf7f2e54,885,pp5006820274,8,2012-08-09 05:54:30
86cf7f2e54,885,pp5006461431,4,2012-08-09 05:54:30
86cf7f2e54,885,pp5006301646,1,2012-08-09 05:54:30
86cf7f2e54,885,pp5005200183,10,2012-08-09 05:54:30
6205ff56e6,371,pp5007380121,6,2012-08-09 19:00:25
9f26f680cf,62,pp5004111779,1,2012-08-11 13:27:02
9f26f680cf,62,pp5006750733,5,2012-08-11 13:27:02
9f26f680cf,62,pp5006333646,4,2012-08-11 13:27:02
9f26f680cf,62,pp5003830081,2,2012-08-11 13:27:02
9f26f680cf,62,pp5003970046,7,2012-08-11 13:27:02
9f26f680cf,62,pp5005330064,3,2012-08-11 13:27:02
aa1f0b2efb,333,pp5002670156,8,2012-08-11 16:39:20
5612638741,193,pp5006250061,7,2012-08-11 18:33:17
5612638741,193,pp5003770603,10,2012-08-11 18:33:17
70bc54a2f3,505,pp5004680242,3,2012-08-11 23:04:23
70bc54a2f3,505,pp5006300275,7,2012-08-11 23:04:23
70bc54a2f3,505,pp5006300291,10,2012-08-11 23:04:23
70bc54a2f3,505,pp5006930325,9,2012-08-11 23:04:23
7121360f6c,291,pp5005050039,10,2012-08-13 01:14:46
7121360f6c,291,pp5005430639,3,2012-08-13 01:14:46
169373c01c,348,pp5006334744,6,2012-08-13 04:52:41
169373c01c,348,pp5006500180,1,2012-08-13 04:52:41
c59f2cccc2,374,pp5006620250,7,2012-08-13 15:39:37
c59f2cccc2,374,1ddc454,2,2012-08-13 15:39:37
c59f2cccc2,374,pp5006960109,9,2012-08-13 15:39:37
0d46342106,746,pp5006340630,5,2012-08-13 20:31:40
d6d4456003,93,pp5005210247,1,2012-08-14 14:25:32
d6d4456003,93,pp5003970042,1,2012-08-14 14:25:32
d6d4456003,93,pp5006820198,7,2012-08-14 14:25:32
d6d4456003,93,1a15948,4,2012-08-14 14:25:32
4e5dec6698,824,pp5003161962,5,2012-08-15 01:02:59
bd811ceb40,719,pp5006560796,2,2012-08-15 17:45:03
bd811ceb40,719,pp5006020310,8,2012-08-15 17:45:03
bd811ceb40,719,pp5006310879,8,2012-08-15 17:45:03
bd811ceb40,719,pp5006960201,9,2012-08-15 17:45:03
bd811ceb40,719,pp5006460071,8,2012-08-15 17:45:03
bd811ceb40,719,pp5005920882,4,2012-08-15 17:45:03
bd811ceb40,719,pp5003860382,6,2012-08-15 17:45:03
bd811ceb40,719,pp5005910143,9,2012-08-15 17:45:03
bd811ceb40,719,pp5006290602,3,2012-08-15 17:45:03
bd811ceb40,719,pp5007090110,9,2012-08-15 17:45:03
bd811ceb40,719,pp5007170106,8,2012-08-15 17:45:03
bd811ceb40,719,pp5003721327,2,2012-08-15 17:45:03
bd811ceb40,719,pp5006300090,4,2012-08-15 17:45:03
bd811ceb40,719,pp5005090069,1,2012-08-15 17:45:03
bd811ceb40,719,pp5004990146,9,2012-08-15 17:45:03
bd811ceb40,719,pp5006331149,10,2012-08-15 17:45:03
f6f60cc949,618,pp5002461104,4,2012-08-15 22:29:28
f6f60cc949,618,pp5002610085,2,2012-08-15 22:29:28
f6f60cc949,618,pp5003501007,6,2012-08-15 22:29:28
f6f60cc949,618,pp5005030368,4,2012-08-15 22:29:28
19063b5808,408,pp5003890033,9,2012-08-16 03:54:03
d997e4e6ba,619,pp5006800283,1,2012-08-16 09:39:45
d997e4e6ba,619,17cd870,1,2012-08-16 09:39:45
8f51d125ad,602,pp5004710789,1,2012-08-16 10:23:03
8f51d125ad,602,pp5005690701,5,2012-08-16 10:23:03
8f51d125ad,602,pp5005211307,2,2012-08-16 10:23:03
8f51d125ad,602,pp5007500074,8,2012-08-16 10:23:03
8f51d125ad,602,pp5006220896,1,2012-08-16 10:23:03
1cb944b43e,39,pp5006332970,7,2012-08-16 11:49:54
1cb944b43e,39,pp5007090169,4,2012-08-16 11:49:54
1cb944b43e,39,pp5006380963,9,2012-08-16 11:49:54
1cb944b43e,39,pp5006720281,4,2012-08-16 11:49:54
1cb944b43e,39,pp5006310900,4,2012-08-16 11:49:54
1cb944b43e,39,pp5006640905,6,2012-08-16 11:49:54
1cb944b43e,39,pp5007090115,8,2012-08-16 11:49:54
ce99c8667c,751,pp5007140297,1,2012-08-17 01:57:27
2a60660d0e,457,pp5006880007,3,2012-08-17 04:37:02
8a14979a68,609,pp5006541138,8,2012-08-17 06:14:59
8a14979a68,609,16cfce4,1,2012-08-17 06:14:59
8a14979a68,609,pp5005420206,2,2012-08-17 06:14:59
8a14979a68,609,pp5002820032,3,2012-08-17 06:14:59
8a14979a68,609,pp5006291759,5,2012-08-17 06:14:59
cc8c3485bf,860,pp5006300330,8,2012-08-17 08:50:48
cc8c3485bf,860,pp5006331182,5,2012-08-17 08:50:48
cc8c3485bf,860,pp5006340597,9,2012-08-17 08:50:48
cc8c3485bf,860,pp5006230293,1,2012-08-17 08:50:48
cc8c3485bf,860,pp5005330025,10,2012-08-17 08:50:48
cc8c3485bf,860,pp5006680277,2,2012-08-17 08:50:48
cc8c3485bf,860,pp5004890485,4,2012-08-17 08:50:48
a6183c113c,5,pp5004240242,1,2012-08-17 09:35:41
129f014b9b,878,pp5006462063,5,2012-08-17 09:58:45
924259352d,58,pp5005080143,9,2012-08-19 08:11:08
64373d7f40,259,pp5006060284,8,2012-08-19 18:22:04
e1f95c1101,488,pp5004970254,2,2012-08-20 16:23:18
e1f95c1101,488,pp5006333491,1,2012-08-20 16:23:18
e1f95c1101,488,pp5006430086,8,2012-08-20 16:23:18
e1f95c1101,488,pp5006242907,5,2012-08-20 16:23:18
e1f95c1101,488,pp5006333646,4,2012-08-20 16:23:18
e1f95c1101,488,pp5002830609,2,2012-08-20 16:23:18
e1f95c1101,488,pp5006460607,10,2012-08-20 16:23:18
e1f95c1101,488,pp5005850501,8,2012-08-20 16:23:18
cd26fcdae6,497,pp5006930058,9,2012-08-20 18:22:56
a9920da08c,901,pp5005430008,10,2012-08-20 22:31:51
a9920da08c,901,pp5002760382,8,2012-08-20 22:31:51
a9920da08c,901,pp5007420002,4,2012-08-20 22:31:51
a9920da08c,901,pp5006290513,10,2012-08-20 22:31:51
a9920da08c,901,pp5006333498,2,2012-08-20 22:31:51
d919998b1f,414,pp5006480162,10,2012-08-21 00:54:16
d919998b1f,414,pp5007090203,6,2012-08-21 00:54:16
d919998b1f,414,pp5006151886,2,2012-08-21 00:54:16
d919998b1f,414,pp5003501016,6,2012-08-21 00:54:16
c95b433dc6,667,pp5006242649,10,2012-08-21 08:22:40
c95b433dc6,667,pp5006060598,2,2012-08-21 08:22:40
c95b433dc6,667,pp5006890518,3,2012-08-21 08:22:40
c95b433dc6,667,pp5004700411,1,2012-08-21 08:22:40
c95b433dc6,667,pp5006160644,1,2012-08-21 08:22:40
c95b433dc6,667,1a6f8a0,8,2012-08-21 08:22:40
c95b433dc6,667,pp5005310325,6,2012-08-21 08:22:40
c95b433dc6,667,pp5002910659,2,2012-08-21 08:22:40
8a916f84e4,105,pp5006310876,10,2012-08-21 11:53:09
105dc76baa,137,pp5004890507,1,2012-08-21 15:33:07
105dc76baa,137,pp5005950713,10,2012-08-21 15:33:07
1605be5f25,211,pp5004750164,10,2012-08-21 22:24:00
1605be5f25,211,pp5006490087,1,2012-08-21 22:24:00
1605be5f25,211,pp5006650542,3,2012-08-21 22:24:00
1605be5f25,211,pp5005990011,4,2012-08-21 22:24:00
1605be5f25,211,pp5005850771,7,2012-08-21 22:24:00
1605be5f25,211,ens6006020026,1,2012-08-21 22:24:00
1605be5f25,211,pp5006790744,5,2012-08-21 22:24:00
1605be5f25,211,pp5006350067,2,2012-08-21 22:24:00
1605be5f25,211,pp5005490268,5,2012-08-21 22:24:00
1605be5f25,211,pp5003670186,3,2012-08-21 22:24:00
1605be5f25,211,pp5006080519,4,2012-08-21 22:24:00
1605be5f25,211,pp5006450479,2,2012-08-21 22:24:00
1605be5f25,211,pp5005490150,7,2012-08-21 22:24:00
1605be5f25,211,1b7a06f,4,2012-08-21 22:24:00
1605be5f25,211,pp5005860563,6,2012-08-21 22:24:00
1605be5f25,211,pp5006710772,10,2012-08-21 22:24:00
1605be5f25,211,pp5007290457,3,2012-08-21 22:24:00
5acbd24bac,190,pp5006300664,6,2012-08-22 01:56:57
961bd0e1ab,1,pp5003940102,2,2012-08-22 04:50:46
961bd0e1ab,1,15cfa99,2,2012-08-22 04:50:46
961bd0e1ab,1,pp5006360022,2,2012-08-22 04:50:46
961bd0e1ab,1,pp5004950912,3,2012-08-22 04:50:46
961bd0e1ab,1,pp5006440520,2,2012-08-22 04:50:46
961bd0e1ab,1,pp5006280196,6,2012-08-22 04:50:46
643b10bf79,510,pp5006540324,3,2012-08-23 06:55:50
643b10bf79,510,pp5006680424,8,2012-08-23 06:55:50
14f1afb247,806,pp5006331649,3,2012-08-23 15:48:50
14f1afb247,806,pp5006301142,4,2012-08-23 15:48:50
fa80acb71a,315,pp5005840600,9,2012-08-23 22:06:04
fa80acb71a,315,pp5006710173,6,2012-08-23 22:06:04
fa80acb71a,315,pp5001030413,8,2012-08-23 22:06:04
fa80acb71a,315,pp5001620109,9,2012-08-23 22:06:04
aa59d2534d,645,pp5005430798,5,2012-08-24 06:33:32
aa59d2534d,645,pp5006640775,2,2012-08-24 06:33:32
aa59d2534d,645,pp5006780027,5,2012-08-24 06:33:32
aa59d2534d,645,pp5002760582,10,2012-08-24 06:33:32
aa59d2534d,645,pp5005211660,1,2012-08-24 06:33:32
17b6e7d4cb,451,pp5004310293,1,2012-08-24 15:53:50
17b6e7d4cb,451,pp5006961254,5,2012-08-24 15:53:50
17b6e7d4cb,451,pp5006960856,1,2012-08-24 15:53:50
17b6e7d4cb,451,pp5005211307,1,2012-08-24 15:53:50
95cd9c3192,618,pp5004220496,1,2012-08-24 17:39:12
95cd9c3192,618,pp5006101189,1,2012-08-24 17:39:12
95cd9c3192,618,pp5006340162,10,2012-08-24 17:39:12
b59a3af541,497,pp5006650004,10,2012-08-24 19:24:23
bbfff3b0be,195,pp5005760018,10,2012-08-24 23:41:30
c8bfb0bc1f,299,1affaff,5,2012-08-25 01:39:44
c8bfb0bc1f,299,pp5006370266,1,2012-08-25 01:39:44
aad104716c,904,pp5005942809,4,2012-08-25 08:52:36
aad104716c,904,pp5006450837,3,2012-08-25 08:52:36
69d264026c,677,pp5006430081,9,2012-08-25 22:15:12
e4d674a6a3,132,pp5006940038,5,2012-08-26 14:11:51
e4d674a6a3,132,pp5004040114,1,2012-08-26 14:11:51
e4d674a6a3,132,pp5005440207,8,2012-08-26 14:11:51
e4d674a6a3,132,pp5004230190,8,2012-08-26 14:11:51
0b9279892e,521,pp5006310524,10,2012-08-27 04:19:44
20c8663dcf,934,pp5006160823,7,2012-08-27 10:24:41
20c8663dcf,934,pp5006334646,4,2012-08-27 10:24:41
76679d87c5,676,pp5003230960,5,2012-08-27 12:11:17
76679d87c5,676,pp5006330831,6,2012-08-27 12:11:17
76679d87c5,676,pp5006360559,5,2012-08-27 12:11:17
4b7bd48aba,748,pp5006450238,7,2012-08-27 19:29:27
4b7bd48aba,748,pp5006200328,2,2012-08-27 19:29:27
7fe2793a7f,527,pp5003620076,8,2012-08-28 10:17:59
7fe2793a7f,527,pp5003861182,2,2012-08-28 10:17:59
90eb89c6d1,519,pp5005330485,8,2012-08-28 20:48:45
90eb89c6d1,519,pp5006110164,5,2012-08-28 20:48:45
90eb89c6d1,519,pp5004230194,6,2012-08-28 20:48:45
90eb89c6d1,519,pp5006990463,6,2012-08-28 20:48:45
40c734f6d1,727,pp5003550215,10,2012-08-29 02:04:03
6f8f77b622,767,pp5007170386,5,2012-08-29 21:39:53
6f8f77b622,767,1c75904,3,2012-08-29 21:39:53
6f8f77b622,767,1aac781,2,2012-08-29 21:39:53
f6ea5bf270,706,pp5006780035,10,2012-08-30 02:26:34
042bf0cd8a,307,pp5005950693,1,2012-08-31 01:20:44
f6fa251267,148,pp5006331767,5,2012-08-31 12:16:49
f6fa251267,148,pp5006830160,7,2012-08-31 12:16:49
bbd5e2daa3,404,pp5005760018,2,2012-09-01 05:08:14
afcc1558c8,41,pp5005000386,4,2012-09-01 14:53:46
fb0caa2a6c,562,pp5001700650,2,2012-09-01 20:08:57
fb0caa2a6c,562,pp5005850515,6,2012-09-01 20:08:57
fb0caa2a6c,562,pp5007071100,1,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006650004,10,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006240653,5,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006100011,8,2012-09-01 20:08:57
fb0caa2a6c,562,pp5005941149,5,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006040621,2,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006300295,10,2012-09-01 20:08:57
fb0caa2a6c,562,pp5006620415,5,2012-09-01 20:08:57
a6690d30bb,176,pp5006330497,8,2012-09-02 01:42:35
a6690d30bb,176,pp5005850440,8,2012-09-02 01:42:35
e37f023c58,133,pp5005210562,7,2012-09-02 11:13:06
dfdde3b6f1,51,pp5003950111,7,2012-09-02 14:58:49
b3364b0bb3,535,pp5004680763,5,2012-09-02 15:03:21
b3364b0bb3,535,pp5006310905,2,2012-09-02 15:03:21
3d7e64dac0,400,pp5006530361,3,2012-09-03 04:57:53
3d7e64dac0,400,pp5006330157,6,2012-09-03 04:57:53
3d7e64dac0,400,pp5003481219,3,2012-09-03 04:57:53
3d7e64dac0,400,pp5003920131,7,2012-09-03 04:57:53
3d7e64dac0,400,pp5007130060,1,2012-09-03 04:57:53
3d7e64dac0,400,pp5005010275,4,2012-09-03 04:57:53
3d7e64dac0,400,pp5003940829,7,2012-09-03 04:57:53
3d7e64dac0,400,pp5006050034,6,2012-09-03 04:57:53
c109ba7d75,145,194e8ef,8,2012-09-03 10:28:50
c109ba7d75,145,pp5005420294,1,2012-09-03 10:28:50
c109ba7d75,145,pp5006311076,4,2012-09-03 10:28:50
c109ba7d75,145,pp5006330515,4,2012-09-03 10:28:50
c109ba7d75,145,pp5006310758,7,2012-09-03 10:28:50
c109ba7d75,145,pp5005942628,7,2012-09-03 10:28:50
0cbe794a4d,942,pp5003880018,1,2012-09-03 23:47:35
3e3d91e757,403,pp5002820367,2,2012-09-05 19:39:16
3e3d91e757,403,pp5003060390,10,2012-09-05 19:39:16
eeda120ced,41,pp5005430925,10,2012-09-06 00:35:29
b665f5672f,775,pp5007200006,7,2012-09-06 00:57:14
b665f5672f,775,pp5006160517,6,2012-09-06 00:57:14
b665f5672f,775,pp5006870245,4,2012-09-06 00:57:14
b665f5672f,775,1c48208,6,2012-09-06 00:57:14
46a9349e52,456,pp5006462327,1,2012-09-06 21:29:59
2d1fd4bf35,729,pp5004700153,3,2012-09-06 23:39:51
39d24bd66b,578,pp5005690044,9,2012-09-07 01:56:04
39d24bd66b,578,pp5006140336,9,2012-09-07 01:56:04
dc493e2d2e,519,pp5005310298,8,2012-09-07 14:40:04
856d82369d,250,pp5007350383,3,2012-09-08 06:36:52
856d82369d,250,pp5006770010,9,2012-09-08 06:36:52
856d82369d,250,pp5004890616,5,2012-09-08 06:36:52
856d82369d,250,pp5006360781,7,2012-09-08 06:36:52
856d82369d,250,pp5006640186,2,2012-09-08 06:36:52
76c0c653d7,252,pp5006450287,4,2012-09-08 06:47:33
76c0c653d7,252,pp5006470609,7,2012-09-08 06:47:33
76c0c653d7,252,pp5004740467,8,2012-09-08 06:47:33
76c0c653d7,252,pp5005211664,8,2012-09-08 06:47:33
6514e940d3,391,pp5002326160,5,2012-09-08 18:15:15
6514e940d3,391,pp5005040228,8,2012-09-08 18:15:15
dc79a030d2,689,pp5005791043,4,2012-09-09 13:07:01
dc79a030d2,689,pp5006440608,6,2012-09-09 13:07:01
dc79a030d2,689,pp5006291997,1,2012-09-09 13:07:01
dc79a030d2,689,pp5006160065,4,2012-09-09 13:07:01
dc79a030d2,689,pp5006280501,10,2012-09-09 13:07:01
dc79a030d2,689,pp5006490070,10,2012-09-09 13:07:01
ce65828afc,556,pp5006360090,8,2012-09-10 10:03:55
ce65828afc,556,pp5006334582,3,2012-09-10 10:03:55
ce65828afc,556,pp5007140041,3,2012-09-10 10:03:55
ce65828afc,556,1bee422,7,2012-09-10 10:03:55
b60d5515b7,868,pp5004450140,1,2012-09-10 10:44:58
65f9b6c855,372,pp5006650464,4,2012-09-10 21:22:06
65f9b6c855,372,pp5006510628,10,2012-09-10 21:22:06
65f9b6c855,372,pp5006242204,6,2012-09-10 21:22:06
fbfeb210b0,629,pp5005980057,7,2012-09-11 02:47:15
fbfeb210b0,629,pp5005980070,2,2012-09-11 02:47:15
fbfeb210b0,629,pp5005310354,4,2012-09-11 02:47:15
fbfeb210b0,629,pp5006310871,6,2012-09-11 02:47:15
1375c9cfa6,485,pp5006210552,10,2012-09-11 07:37:28
fb304afa16,114,pp5005330559,7,2012-09-11 08:36:23
3fdc20e008,981,pp5004700114,7,2012-09-11 16:53:03
3fdc20e008,981,pp5004940725,4,2012-09-11 16:53:03
3fdc20e008,981,pp5006660125,9,2012-09-11 16:53:03
e506e7ab33,298,pp5004610197,7,2012-09-12 07:05:56
65d3d3c14b,244,pp5002361226,10,2012-09-12 08:08:46
65d3d3c14b,244,pp5005701398,6,2012-09-12 08:08:46
1069ae5f34,863,pp5006170145,9,2012-09-12 13:30:11
1069ae5f34,863,pp5006620246,2,2012-09-12 13:30:11
18cc1e1220,725,pp5005521363,3,2012-09-13 07:35:28
18cc1e1220,725,pp5006590242,10,2012-09-13 07:35:28
18cc1e1220,725,pp5006360425,6,2012-09-13 07:35:28
18cc1e1220,725,pp5005730112,5,2012-09-13 07:35:28
18cc1e1220,725,pp5005420375,3,2012-09-13 07:35:28
4fbb05b25f,831,pp5006243276,3,2012-09-13 08:06:52
4fbb05b25f,831,pp5004420417,6,2012-09-13 08:06:52
4fbb05b25f,831,pp5005701398,7,2012-09-13 08:06:52
4fbb05b25f,831,pp5006332256,9,2012-09-13 08:06:52
4fbb05b25f,831,pp5006990461,4,2012-09-13 08:06:52
070b7bfdd4,754,pp5002311095,9,2012-09-13 08:15:41
7e3bb01e71,603,18a2b44,6,2012-09-14 08:10:00
fa8c812514,322,pp5002250540,1,2012-09-15 06:31:23
437ef35f2f,476,pp5005000298,9,2012-09-15 14:57:22
b7c4c8c29d,153,pp5006331732,2,2012-09-15 21:19:36
b7c4c8c29d,153,pp5006390068,10,2012-09-15 21:19:36
b7c4c8c29d,153,pp5005280093,5,2012-09-15 21:19:36
14b0a31508,607,pp5006510791,5,2012-09-16 00:33:15
14b0a31508,607,pp5006870216,2,2012-09-16 00:33:15
58a11bae5b,67,pp5004470410,1,2012-09-16 00:43:54
149c1d7e17,771,pp5001900066,3,2012-09-16 15:22:13
f4d670ba46,157,pp5006540023,10,2012-09-17 02:22:38
7f88ddac68,139,pp5006560798,8,2012-09-17 03:37:08
7f88ddac68,139,16a4032,5,2012-09-17 03:37:08
7f88ddac68,139,pp5006880245,5,2012-09-17 03:37:08
7f88ddac68,139,pp5006080828,2,2012-09-17 03:37:08
7f88ddac68,139,pp5005400077,5,2012-09-17 03:37:08
7f88ddac68,139,pp5006870003,8,2012-09-17 03:37:08
7f88ddac68,139,pp5004130299,9,2012-09-17 03:37:08
7f88ddac68,139,pp5006220356,7,2012-09-17 03:37:08
7f88ddac68,139,pp5005211056,4,2012-09-17 03:37:08
7f88ddac68,139,pp5006451092,4,2012-09-17 03:37:08
7f88ddac68,139,pp5006690111,1,2012-09-17 03:37:08
e2ac93dd8c,887,pp5006462065,8,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006340657,4,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006301033,5,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006860051,1,2012-09-17 08:20:38
e2ac93dd8c,887,pp5007080046,5,2012-09-17 08:20:38
e2ac93dd8c,887,pp5007280072,4,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006241575,6,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006241065,9,2012-09-17 08:20:38
e2ac93dd8c,887,pp5005790540,9,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006081712,7,2012-09-17 08:20:38
e2ac93dd8c,887,pp5004420009,8,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006820474,5,2012-09-17 08:20:38
e2ac93dd8c,887,pp5005860587,4,2012-09-17 08:20:38
e2ac93dd8c,887,pp5006960564,5,2012-09-17 08:20:38
e2ac93dd8c,887,pp5005430112,2,2012-09-17 08:20:38
e2ac93dd8c,887,pp5007080135,8,2012-09-17 08:20:38
3515e364d5,578,pp5006331660,8,2012-09-17 11:07:15
3515e364d5,578,pp5005000254,5,2012-09-17 11:07:15
a85988efdb,146,pp5006930455,5,2012-09-18 00:45:14
a85988efdb,146,pp5006740405,3,2012-09-18 00:45:14
a85988efdb,146,pp5007020342,2,2012-09-18 00:45:14
a85988efdb,146,pp5006510649,9,2012-09-18 00:45:14
a85988efdb,146,pp5005940510,3,2012-09-18 00:45:14
81a84a4710,475,pp5006330261,8,2012-09-19 01:12:04
1cf27c085a,653,pp5005921514,4,2012-09-19 01:32:45
1cf27c085a,653,pp5003770073,7,2012-09-19 01:32:45
e4c309f18e,158,pp5005760396,5,2012-09-19 01:53:37
e4c309f18e,158,pp5006010118,3,2012-09-19 01:53:37
e4c309f18e,158,pp5006800209,6,2012-09-19 01:53:37
e4c309f18e,158,pp5006130490,1,2012-09-19 01:53:37
e4c309f18e,158,pp5006870161,3,2012-09-19 01:53:37
e4c309f18e,158,pp5006170301,3,2012-09-19 01:53:37
e4c309f18e,158,pp5004530747,1,2012-09-19 01:53:37
e4c309f18e,158,pp5005310751,5,2012-09-19 01:53:37
b977c9977d,990,pp5006760294,3,2012-09-19 07:46:20
b977c9977d,990,pp5004230187,8,2012-09-19 07:46:20
b977c9977d,990,pp5004230190,7,2012-09-19 07:46:20
b977c9977d,990,pp5006181398,8,2012-09-19 07:46:20
b977c9977d,990,pp5006510223,2,2012-09-19 07:46:20
b977c9977d,990,pp5007540223,6,2012-09-19 07:46:20
b977c9977d,990,pp5006180718,7,2012-09-19 07:46:20
b977c9977d,990,pp5007150002,6,2012-09-19 07:46:20
b977c9977d,990,pp5002110963,4,2012-09-19 07:46:20
b977c9977d,990,pp5006741004,7,2012-09-19 07:46:20
b977c9977d,990,pp5005701585,9,2012-09-19 07:46:20
b977c9977d,990,pp5003860097,3,2012-09-19 07:46:20
b977c9977d,990,pp5005840277,8,2012-09-19 07:46:20
b977c9977d,990,pp5006241463,8,2012-09-19 07:46:20
b977c9977d,990,pp5007370199,6,2012-09-19 07:46:20
876d5dfd8d,837,pp5006140022,6,2012-09-19 09:55:36
876d5dfd8d,837,pp5005070499,8,2012-09-19 09:55:36
cf5a038e9e,107,pp5005221090,1,2012-09-19 13:11:08
e3ace5d4a1,539,pp5004960029,8,2012-09-19 17:55:44
