id,order_id,customer_id,time,product_id,product_quantity,product_unit_price,product_total_price,sales_rep,warehouse,distributor
eaf8fa3a6d,c247d27530,657,2012-09-10 05:58:30,pp5006331093,2,31.91,63.82,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
38e1f850dd,3f308511b4,29,2012-09-10 17:15:52,pp5005540168,1,130.07,130.07,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
38e1f850dd,3f308511b4,29,2012-09-10 17:15:52,pp5005071155,1,24.17,24.17,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
38e1f850dd,3f308511b4,29,2012-09-10 17:15:52,pp5004020714,8,21.74,173.92,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
fbfa704f54,9e0eea79f9,905,2012-09-10 19:50:21,16d837f,3,459.28,1377.84,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
fbfa704f54,9e0eea79f9,905,2012-09-10 19:50:21,pp5007490035,2,14.58,29.16,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
fbfa704f54,9e0eea79f9,905,2012-09-10 19:50:21,pp5007140353,10,59.11,591.1,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
f6e082846b,8aeadb1f60,397,2012-09-11 06:07:52,pp5003450132,8,69.76,558.08,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
f6e082846b,8aeadb1f60,397,2012-09-11 06:07:52,pp5006760377,6,54.38,326.28000000000003,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
f6e082846b,8aeadb1f60,397,2012-09-11 06:07:52,pp5001440786,7,94.58,662.06,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
f6e082846b,8aeadb1f60,397,2012-09-11 06:07:52,pp5006380229,3,26.6,79.80000000000001,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
f6e082846b,8aeadb1f60,397,2012-09-11 06:07:52,pp5005840112,6,45.93,275.58,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006760033,3,40.2,120.60000000000001,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005000386,5,13.9,69.5,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005750106,4,33.83,135.32,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006241652,6,29.34,176.04,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5002701653,8,66.46,531.68,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006620498,3,20.53,61.59,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5003910685,4,24.16,96.64,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006891412,9,24.16,217.44,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005790433,9,23.64,212.76,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006880515,1,23.65,23.65,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5007130103,1,89.09,89.09,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005960872,9,15.7,141.29999999999998,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005950596,8,17.74,141.92,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,18b8097,3,15.36,46.08,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5006510223,6,18.9,113.39999999999999,Mort Carass,Keeling LLC,Hegmann and Sons
cab67af411,a90a6d7059,23,2012-09-12 00:14:06,pp5005340657,9,5.9,53.1,Mort Carass,Will-Durgan,Hegmann and Sons
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5005070981,10,33.84,338.40000000000003,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5006440200,9,18.12,163.08,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5006870406,9,30.2,271.8,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5006560724,10,27.93,279.3,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5001440786,7,45.93,321.51,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
5bb09f7a7d,6fa0c3ee8c,109,2012-09-12 09:57:43,pp5005810075,2,33.83,67.66,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
68d208cee1,dafdd1f6f1,515,2012-09-12 10:03:51,pp5005950130,3,35.46,106.38,Mort Carass,Keeling LLC,Nienow-Hahn
68d208cee1,dafdd1f6f1,515,2012-09-12 10:03:51,1af95b2,6,18.1336,108.80160000000001,Mort Carass,Keeling LLC,Nienow-Hahn
68d208cee1,dafdd1f6f1,515,2012-09-12 10:03:51,pp5001890481,2,344.46,688.92,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
68d208cee1,dafdd1f6f1,515,2012-09-12 10:03:51,pp5006510628,7,314.24,2199.6800000000003,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
68d208cee1,dafdd1f6f1,515,2012-09-12 10:03:51,pp5001700418,7,76.85,537.9499999999999,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
416f99c383,c095baefa3,147,2012-09-12 16:02:34,pp5006830235,5,16.91,84.55,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
416f99c383,c095baefa3,147,2012-09-12 16:02:34,pp5005990324,10,17.6,176.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
0f799b4405,eb2d775b3b,713,2012-09-13 04:23:10,pp5006301300,7,67.39,471.73,Sascha Gonzalo,"Crona, Ondricka and Collier",Nienow-Hahn
32ece93ce8,54f95c68ec,90,2012-09-13 04:27:55,pp5007310016,4,70.93,283.72,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
32ece93ce8,54f95c68ec,90,2012-09-13 04:27:55,pp5005790633,6,82.77,496.62,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
32ece93ce8,54f95c68ec,90,2012-09-13 04:27:55,pp5006301236,10,40.2,402.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
32ece93ce8,54f95c68ec,90,2012-09-13 04:27:55,pp5002322278,6,53.2,319.20000000000005,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
472beed5f0,82e3824e26,604,2012-09-13 11:40:54,pp5005420365,10,23.4782,234.782,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5007090223,5,12.99,64.95,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5006640021,4,279.26,1117.04,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5006720483,6,33.1,198.60000000000002,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5006630221,7,26.59,186.13,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5004220608,8,141.88,1135.04,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5005340085,9,23.64,212.76,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5006151992,2,76.7,153.4,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5003550064,3,27.79,83.37,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,1841a0b,9,12.41,111.69,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5005942702,8,138.99,1111.92,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5005631151,5,72.52,362.59999999999997,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5005910606,1,21.74,21.74,Mort Carass,Keeling LLC,Hegmann and Sons
759e70cf8c,e087339716,811,2012-09-13 12:34:59,pp5002326160,4,19.33,77.32,Mort Carass,Keeling LLC,Hegmann and Sons
fb7c7b4e0d,d29d860aec,348,2012-09-13 15:01:28,pp5005820151,1,14.5,14.5,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
fb7c7b4e0d,d29d860aec,348,2012-09-13 15:01:28,pp5005820806,7,341.55,2390.85,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
29b2374a04,4fcd198219,608,2012-09-13 19:35:59,pp5006081258,8,29.7,237.6,Mort Carass,Keeling LLC,Hegmann and Sons
29b2374a04,4fcd198219,608,2012-09-13 19:35:59,pp5006140220,10,42.3,423.0,Mort Carass,Murphy-Bruen,Hegmann and Sons
29b2374a04,4fcd198219,608,2012-09-13 19:35:59,pp5006331438,2,25.38,50.76,Mort Carass,Keeling LLC,Hegmann and Sons
29b2374a04,4fcd198219,608,2012-09-13 19:35:59,pp5006333848,7,709.44,4966.08,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
c8116dd37a,5014f2ea1e,377,2012-09-14 21:18:13,pp5006040410,1,157.12,157.12,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006490093,4,26.0,104.0,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5007350236,9,72.51,652.59,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006300713,4,70.93,283.72,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5003720463,2,41.57,83.14,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006950128,10,12.09,120.9,Mort Carass,Murphy-Bruen,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006310873,2,24.16,48.32,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5002961261,2,342.9,685.8,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5004731086,4,10.46,41.84,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006040300,3,89.09,267.27,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5006891412,5,23.65,118.25,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5005000386,9,39.01,351.09,Mort Carass,Keeling LLC,Nienow-Hahn
24f9c43ea2,9ee531b4bf,23,2012-09-15 02:28:21,pp5003190331,1,53.85,53.85,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
44f7f7d620,787ebd96b8,979,2012-09-15 07:38:45,pp5005710094,9,34.81,313.29,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
07cc3c63c9,009dfe3ac6,193,2012-09-15 23:03:45,pp5007060354,2,271.95,543.9,Thaxter Karran,"Mante, Bradtke and Hackett",Hegmann and Sons
07cc3c63c9,009dfe3ac6,193,2012-09-15 23:03:45,pp5002790370,1,24.1,24.1,Thaxter Karran,Keeling LLC,Hegmann and Sons
07cc3c63c9,009dfe3ac6,193,2012-09-15 23:03:45,pp5004940742,1,24.16,24.16,Thaxter Karran,Keeling LLC,Hegmann and Sons
a70fb80035,11847c911b,827,2012-09-16 00:34:19,pp5005930296,4,35.46,141.84,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
a70fb80035,11847c911b,827,2012-09-16 00:34:19,pp5007000170,7,14.98,104.86,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5007210816,10,34.9,349.0,Mort Carass,Murphy-Bruen,Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,1a75515,2,29.34,58.68,Mort Carass,Keeling LLC,Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5006020045,4,59.54,238.16,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5005760156,6,42.29,253.74,Mort Carass,Keeling LLC,Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5006334087,9,32.63,293.67,Mort Carass,Keeling LLC,Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5006331205,2,473.13,946.26,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
d117c03925,bc7a947fe0,117,2012-09-16 04:45:51,pp5005820871,4,49.66,198.64,Mort Carass,Keeling LLC,Hegmann and Sons
2de77a0522,41e10c84ae,478,2012-09-16 08:30:02,pp5002324244,6,31.42,188.52,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
adcd608a50,b9eddb2f83,660,2012-09-16 10:59:57,pp5006380447,7,30.2,211.4,Mort Carass,Keeling LLC,Hegmann and Sons
adcd608a50,b9eddb2f83,660,2012-09-16 10:59:57,pp5005670022,8,72.51,580.08,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
adcd608a50,b9eddb2f83,660,2012-09-16 10:59:57,pp5007440479,8,6.46,51.68,Mort Carass,Will-Durgan,Hegmann and Sons
b0019e9622,746494365f,614,2012-09-16 16:09:13,pp5002610182,10,181.28,1812.8,Mort Carass,Murphy-Bruen,Nienow-Hahn
31618d16bb,ba146a0f35,104,2012-09-16 22:01:10,pp5005080186,2,36.26,72.52,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
31618d16bb,ba146a0f35,104,2012-09-16 22:01:10,pp5004201001,7,10.87,76.08999999999999,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
31618d16bb,ba146a0f35,104,2012-09-16 22:01:10,pp5002791250,2,23.65,47.3,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5003960795,5,21.74,108.69999999999999,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006260558,9,33.11,297.99,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5004850065,10,17.72,177.2,Mort Carass,Murphy-Bruen,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006040300,3,60.43,181.29,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5004741148,7,42.3,296.09999999999997,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006120957,7,42.29,296.03,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5005141569,5,24.66,123.3,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5005430929,2,34.9,69.8,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006440008,10,34.9,349.0,Mort Carass,Murphy-Bruen,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006462381,10,532.57,5325.700000000001,Mort Carass,Murphy-Bruen,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006462388,9,39.01,351.09,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5003730135,6,15.47,92.82000000000001,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5006360650,2,28.71,57.42,Mort Carass,Keeling LLC,Hegmann and Sons
1fd56684d5,f80a9f21e8,211,2012-09-16 22:23:48,pp5004820958,4,41.09,164.36,Mort Carass,Keeling LLC,Hegmann and Sons
5465f13b0b,7422f15921,240,2012-09-17 04:30:28,pp5006710230,9,41.37,372.33,Mort Carass,Keeling LLC,Hegmann and Sons
5465f13b0b,7422f15921,240,2012-09-17 04:30:28,pp5005900743,7,36.26,253.82,Mort Carass,Keeling LLC,Hegmann and Sons
5465f13b0b,7422f15921,240,2012-09-17 04:30:28,pp5006333786,7,48.33,338.31,Mort Carass,Keeling LLC,Hegmann and Sons
718afbfef7,674b214cc2,993,2012-09-17 23:56:39,pp5006680206,4,11.81,47.24,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
718afbfef7,674b214cc2,993,2012-09-17 23:56:39,pp5006081433,1,58.71,58.71,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
c9e5946784,b2bc2fd967,839,2012-09-18 04:06:21,pp5007230015,2,41.09,82.18,Mort Carass,Keeling LLC,Nienow-Hahn
c9e5946784,b2bc2fd967,839,2012-09-18 04:06:21,pp5007170320,7,40.22,281.53999999999996,Mort Carass,Keeling LLC,Nienow-Hahn
67bca4a6f0,0b3c8add61,779,2012-09-18 05:09:07,pp5006510677,7,46.33,324.31,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
67bca4a6f0,0b3c8add61,779,2012-09-18 05:09:07,pp5006460140,9,24.1628,217.4652,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
67bca4a6f0,0b3c8add61,779,2012-09-18 05:09:07,pp5006750757,9,23.65,212.85,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
0a85f2e251,f55f771600,229,2012-09-18 08:41:14,pp5006081398,7,59.53,416.71000000000004,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
0a85f2e251,f55f771600,229,2012-09-18 08:41:14,pp5003070595,7,20.1,140.70000000000002,Mort Carass,Keeling LLC,Hegmann and Sons
0a85f2e251,f55f771600,229,2012-09-18 08:41:14,pp5006340221,6,248.31,1489.8600000000001,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
0a85f2e251,f55f771600,229,2012-09-18 08:41:14,pp5007130268,9,58.0,522.0,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
0a85f2e251,f55f771600,229,2012-09-18 08:41:14,pp5005631113,2,72.52,145.04,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
adaf708340,08d3a7dc4e,166,2012-09-18 12:59:58,pp5006240466,2,51.36500000000001,102.73000000000002,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
adaf708340,08d3a7dc4e,166,2012-09-18 12:59:58,pp5004700114,7,138.92,972.4399999999999,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
adaf708340,08d3a7dc4e,166,2012-09-18 12:59:58,1ac7d83,5,52.0,260.0,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
adaf708340,08d3a7dc4e,166,2012-09-18 12:59:58,pp5002321864,8,33.075,264.6,Mort Carass,Keeling LLC,Hegmann and Sons
adaf708340,08d3a7dc4e,166,2012-09-18 12:59:58,pp5006720373,1,4.75,4.75,Mort Carass,Will-Durgan,Hegmann and Sons
aa34385088,5dc6c1f0f4,411,2012-09-18 17:11:45,pp5003620206,10,23.64,236.4,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
aa34385088,5dc6c1f0f4,411,2012-09-18 17:11:45,pp5006460936,2,16.54,33.08,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
aa34385088,5dc6c1f0f4,411,2012-09-18 17:11:45,pp5006462366,9,30.2,271.8,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
aa34385088,5dc6c1f0f4,411,2012-09-18 17:11:45,pp5006010199,2,27.8,55.6,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
45a1eccdae,5615d8aded,128,2012-09-18 21:12:39,pp5001010021,6,18.12,108.72,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
45a1eccdae,5615d8aded,128,2012-09-18 21:12:39,pp5006340657,5,94.89,474.45,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
fa5cf5fe49,36ffeef4a0,734,2012-09-18 23:29:53,pp5005630267,8,60.42,483.36,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
f0ac9b0ab3,c9e02a34e5,622,2012-09-20 02:58:58,pp5006140050,4,513.65,2054.6,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
f0ac9b0ab3,c9e02a34e5,622,2012-09-20 02:58:58,pp5002361398,1,14.19,14.19,Mort Carass,Keeling LLC,Nienow-Hahn
d7f77b02dc,dc25d96126,469,2012-09-20 12:09:12,pp5006150840,8,78.03,624.24,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
d7f77b02dc,dc25d96126,469,2012-09-20 12:09:12,pp5005430363,10,31.42,314.20000000000005,Mort Carass,Murphy-Bruen,Nienow-Hahn
e5f9e66eec,2cee0201b9,229,2012-09-22 07:28:36,pp5006750303,8,217.55,1740.4,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
587b53e0de,5c18992abb,476,2012-09-23 07:07:05,pp5006710230,10,48.33,483.29999999999995,Sascha Gonzalo,Murphy-Bruen,Nienow-Hahn
3ccc4b1f71,368e4cc2de,377,2012-09-23 14:58:54,pp5006650680,5,28.38,141.9,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
2aa8555ca3,85fd5fe0d2,355,2012-09-24 01:41:37,pp5006291605,2,21.27,42.54,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
2aa8555ca3,85fd5fe0d2,355,2012-09-24 01:41:37,pp5006880031,2,80.97,161.94,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
84458aa782,980a7e3de0,680,2012-09-24 02:52:05,pp5006153245,1,23.64,23.64,Mort Carass,Keeling LLC,Hegmann and Sons
84458aa782,980a7e3de0,680,2012-09-24 02:52:05,pp5007120089,7,25.37,177.59,Mort Carass,Keeling LLC,Hegmann and Sons
0cd66e6276,7ba6ae11a0,409,2012-09-24 09:48:34,pp5006332981,9,20.3,182.70000000000002,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5006101146,9,72.51,652.59,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5001440859,10,39.01,390.09999999999997,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5003730135,2,21.14,42.28,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5005500464,4,60.43,241.72,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5006490201,7,18.93,132.51,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5005130088,6,739.28,4435.68,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5006100011,9,36.25,326.25,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5005860379,2,24.16,48.32,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5004950102,3,14.49,43.47,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
257ceec2ca,076741573d,776,2012-09-24 09:57:13,pp5002650172,7,11.85,82.95,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
550b6c8ef9,383cbda201,240,2012-09-25 04:41:44,pp5006440175,4,108.78,435.12,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
550b6c8ef9,383cbda201,240,2012-09-25 04:41:44,pp5006040913,9,30.2,271.8,Mort Carass,Keeling LLC,Hegmann and Sons
d25017ae02,2292c5fb22,275,2012-09-25 07:07:37,pp5005220124,8,59.11,472.88,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
cdcf5449c5,4d285f1cce,680,2012-09-25 11:42:02,pp5005851195,10,35.46,354.6,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
48ef7b4431,e307aabed4,687,2012-09-25 21:19:49,14e838d,6,510.86,3065.16,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
a2c9e83391,9ac00afabc,591,2012-09-26 06:57:56,pp5007420209,7,177.36,1241.52,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
d8f8a6b491,9178fdacc6,770,2012-09-26 16:46:07,pp5005790447,8,66.46,531.68,Thaxter Karran,"Crona, Ondricka and Collier",Hegmann and Sons
a285b611d8,64946ab002,785,2012-09-27 02:26:39,ens6006020026,10,87.01,870.1,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
a285b611d8,64946ab002,785,2012-09-27 02:26:39,pp5006590201,4,15.7,62.8,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
a285b611d8,64946ab002,785,2012-09-27 02:26:39,pp5006490092,3,66.26,198.78000000000003,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
a285b611d8,64946ab002,785,2012-09-27 02:26:39,pp5002321890,10,10.87,108.69999999999999,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
a285b611d8,64946ab002,785,2012-09-27 02:26:39,pp5006640186,10,23.66,236.6,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
